source,status,ready_video,draft_key,asset_key,queued,message
TiktokAutoUploader-main\VideosDirPath\branded-20260723-144926-pre-processed.mp4,ready,TiktokAutoUploader-main\VideosDirPath\ready-20260723-152050-branded-20260723-144926-pre-processed.mp4,draft:56,asset:68,no,Make It TikTok Ready Package | Source: C:\Users\LEOSOFT\Desktop\TIKTOK\TiktokAutoUploader-main\VideosDirPath\branded-20260723-144926-pre-processed.mp4 | Ready video: C:\Users\LEOSOFT\Desktop\TIKTOK\TiktokAutoUploader-main\VideosDirPath\ready-20260723-152050-branded-20260723-144926-pre-processed.mp4 | Thumbnail: C:\Users\LEOSOFT\Desktop\TIKTOK\exports\thumb-ready-20260723-152050-branded-20260723-144926-pre-processed.jpg | Audio: C:\Users\LEOSOFT\Desktop\TIKTOK\exports\audio-ready-20260723-152050-
